frame	xtl	ytl	xbr	ybr	class
2018_02-13_1418_left/007443	1113	690	1190	811	2.4
2018_02-13_1418_left/007443	1832	725	1877	831	4.1
2018_02-13_1418_left/007444	1112	685	1193	807	2.4
2018_02-13_1418_left/007445	1112	685	1188	804	2.4
2018_02-13_1418_left/007445	41	807	92	883	5.19
2018_02-13_1418_left/007446	1120	685	1192	800	2.4
2018_02-13_1418_left/007447	1124	681	1191	796	2.4
2018_02-13_1418_left/007447	26	795	74	875	5.19
2018_02-13_1418_left/007448	1122	681	1188	807	2.4
2018_02-13_1418_left/007448	27	795	84	883	5.19
2018_02-13_1418_left/007449	1131	675	1203	809	2.4
2018_02-13_1418_left/007450	1141	682	1209	818	2.4
2018_02-13_1418_left/007451	1143	685	1214	819	2.4
2018_02-13_1418_left/007452	1144	682	1216	815	2.4
2018_02-13_1418_left/007453	1148	682	1219	814	2.4
2018_02-13_1418_left/007454	1150	691	1223	827	2.4
2018_02-13_1418_left/007455	1150	684	1227	823	2.4
2018_02-13_1418_left/007456	1151	685	1224	824	2.4
2018_02-13_1418_left/007457	1153	685	1225	817	2.4
2018_02-13_1418_left/007457	39	798	97	877	5.19
2018_02-13_1418_left/007458	1151	678	1228	809	2.4
2018_02-13_1418_left/007458	40	801	101	881	5.19
2018_02-13_1418_left/007459	1155	683	1230	816	2.4
2018_02-13_1418_left/007459	40	801	99	881	5.19
2018_02-13_1418_left/007460	1153	679	1227	811	2.4
2018_02-13_1418_left/007460	47	800	106	885	5.19
2018_02-13_1418_left/007461	1152	678	1227	818	2.4
2018_02-13_1418_left/007461	45	802	104	880	5.19
2018_02-13_1418_left/007462	1157	681	1232	814	2.4
2018_02-13_1418_left/007462	42	804	100	882	5.19
2018_02-13_1418_left/007463	1155	677	1235	808	2.4
2018_02-13_1418_left/007463	41	801	102	881	5.19
2018_02-13_1418_left/007464	1155	675	1234	812	2.4
2018_02-13_1418_left/007464	48	805	101	885	5.19
2018_02-13_1418_left/007465	1158	681	1236	811	2.4
2018_02-13_1418_left/007465	47	805	109	898	5.19
2018_02-13_1418_left/007466	1161	684	1236	822	2.4
2018_02-13_1418_left/007466	46	801	109	893	5.19
2018_02-13_1418_left/007467	1165	680	1238	804	2.4
2018_02-13_1418_left/007467	58	807	115	889	5.19
2018_02-13_1418_left/007468	1174	685	1240	821	2.4
2018_02-13_1418_left/007468	58	806	113	887	5.19
2018_02-13_1418_left/007469	1173	675	1244	812	2.4
2018_02-13_1418_left/007469	56	804	110	883	5.19
2018_02-13_1418_left/007470	1173	677	1247	814	2.4
2018_02-13_1418_left/007470	62	806	114	881	5.19
2018_02-13_1418_left/007471	1177	674	1243	804	2.4
2018_02-13_1418_left/007471	57	803	113	878	5.19
2018_02-13_1418_left/007472	1173	674	1241	812	2.4
2018_02-13_1418_left/007472	58	802	115	876	5.19
2018_02-13_1418_left/007473	1179	669	1256	812	2.4
2018_02-13_1418_left/007473	61	802	113	877	5.19
2018_02-13_1418_left/007474	1182	666	1258	817	2.4
2018_02-13_1418_left/007474	60	794	118	870	5.19
2018_02-13_1418_left/007475	1187	667	1259	815	2.4
2018_02-13_1418_left/007475	70	796	128	870	5.19
2018_02-13_1418_left/007476	1188	668	1269	811	2.4
2018_02-13_1418_left/007476	68	794	127	868	5.19
2018_02-13_1418_left/007477	1194	675	1270	827	2.4
2018_02-13_1418_left/007477	79	798	132	869	5.19
2018_02-13_1418_left/007478	1194	673	1278	821	2.4
2018_02-13_1418_left/007478	81	801	134	876	5.19
2018_02-13_1418_left/007479	1203	676	1279	828	2.4
2018_02-13_1418_left/007479	91	804	142	878	5.19
2018_02-13_1418_left/007480	1208	682	1283	830	2.4
2018_02-13_1418_left/007480	86	804	138	876	5.19
2018_02-13_1418_left/007481	1208	688	1285	834	2.4
2018_02-13_1418_left/007482	1214	693	1286	841	2.4
2018_02-13_1418_left/007482	87	804	143	879	5.19
2018_02-13_1418_left/007483	1214	695	1287	838	2.4
2018_02-13_1418_left/007483	86	806	140	880	5.19
2018_02-13_1418_left/007484	1217	692	1285	845	2.4
2018_02-13_1418_left/007484	87	812	139	885	5.19
2018_02-13_1418_left/007485	1216	686	1294	838	2.4
2018_02-13_1418_left/007485	84	812	142	892	5.19
2018_02-13_1418_left/007486	1220	685	1295	837	2.4
2018_02-13_1418_left/007486	87	813	141	890	5.19
2018_02-13_1418_left/007487	1220	680	1294	832	2.4
2018_02-13_1418_left/007487	84	811	140	891	5.19
2018_02-13_1418_left/007488	1220	680	1294	828	2.4
2018_02-13_1418_left/007488	87	811	143	889	5.19
2018_02-13_1418_left/007489	1220	679	1294	830	2.4
2018_02-13_1418_left/007489	87	816	141	891	5.19
2018_02-13_1418_left/007490	1220	677	1294	829	2.4
2018_02-13_1418_left/007490	87	816	141	892	5.19
2018_02-13_1418_left/007491	1220	670	1296	823	2.4
2018_02-13_1418_left/007491	85	816	142	892	5.19
2018_02-13_1418_left/007492	1223	667	1303	818	2.4
2018_02-13_1418_left/007492	88	816	144	893	5.19
2018_02-13_1418_left/007493	1221	665	1301	813	2.4
2018_02-13_1418_left/007493	90	816	142	890	5.19
2018_02-13_1418_left/007494	1224	663	1304	819	2.4
2018_02-13_1418_left/007494	90	810	143	885	5.19
2018_02-13_1418_left/007495	1229	665	1304	813	2.4
2018_02-13_1418_left/007495	91	809	146	889	5.19
2018_02-13_1418_left/007496	1234	670	1312	820	2.4
2018_02-13_1418_left/007496	92	809	143	882	5.19
2018_02-13_1418_left/007497	1236	667	1312	828	2.4
2018_02-13_1418_left/007497	97	813	146	887	5.19
2018_02-13_1418_left/007498	1248	682	1324	834	2.4
2018_02-13_1418_left/007498	99	807	157	891	5.19
2018_02-13_1418_left/007499	1250	677	1329	832	2.4
2018_02-13_1418_left/007499	98	799	152	882	5.19
2018_02-13_1418_left/007500	1259	682	1336	831	2.4
2018_02-13_1418_left/007500	101	807	152	886	5.19
2018_02-13_1418_left/007501	1252	679	1331	834	2.4
2018_02-13_1418_left/007501	106	805	162	884	5.19
2018_02-13_1418_left/007502	1258	682	1329	837	2.4
2018_02-13_1418_left/007502	107	804	161	881	5.19
2018_02-13_1418_left/007503	1268	684	1338	841	2.4
2018_02-13_1418_left/007503	116	811	166	884	5.19
2018_02-13_1418_left/007504	1264	686	1337	842	2.4
2018_02-13_1418_left/007504	120	813	171	887	5.19
2018_02-13_1418_left/007505	1268	682	1347	843	2.4
2018_02-13_1418_left/007505	121	814	170	885	5.19
2018_02-13_1418_left/007506	1270	675	1348	829	2.4
2018_02-13_1418_left/007506	127	813	175	885	5.19
2018_02-13_1418_left/007507	1270	661	1345	820	2.4
2018_02-13_1418_left/007507	128	807	177	881	5.19
2018_02-13_1418_left/007508	1269	660	1346	822	2.4
2018_02-13_1418_left/007508	128	808	179	882	5.19
2018_02-13_1418_left/007509	1268	651	1343	817	2.4
2018_02-13_1418_left/007509	123	806	173	880	5.19
2018_02-13_1418_left/007510	1269	645	1344	812	2.4
2018_02-13_1418_left/007510	121	808	172	882	5.19
2018_02-13_1418_left/007511	1272	643	1341	813	2.4
2018_02-13_1418_left/007511	122	807	173	883	5.19
2018_02-13_1418_left/007512	1271	637	1348	798	2.4
2018_02-13_1418_left/007512	127	805	179	880	5.19
2018_02-13_1418_left/007513	1272	632	1349	801	2.4
2018_02-13_1418_left/007514	1281	632	1368	789	2.4
2018_02-13_1418_left/007514	130	806	182	881	5.19
2018_02-13_1418_left/007515	1286	631	1373	787	2.4
2018_02-13_1418_left/007515	138	801	193	879	5.19
2018_02-13_1418_left/007516	1288	626	1380	780	2.4
2018_02-13_1418_left/007516	142	805	194	878	5.19
2018_02-13_1418_left/007517	1289	627	1384	777	2.4
2018_02-13_1418_left/007517	144	806	193	876	5.19
2018_02-13_1418_left/007518	1298	624	1383	772	2.4
2018_02-13_1418_left/007518	147	798	202	868	5.19
2018_02-13_1418_left/007519	1298	620	1388	777	2.4
2018_02-13_1418_left/007519	149	801	203	872	5.19
2018_02-13_1418_left/007520	1301	622	1388	775	2.4
2018_02-13_1418_left/007520	149	799	203	871	5.19
2018_02-13_1418_left/007521	1306	621	1387	768	2.4
2018_02-13_1418_left/007521	147	796	202	867	5.19
2018_02-13_1418_left/007522	1303	620	1388	765	2.4
2018_02-13_1418_left/007523	1307	621	1390	767	2.4
2018_02-13_1418_left/007523	149	798	203	874	5.19
2018_02-13_1418_left/007524	1321	623	1399	772	2.4
2018_02-13_1418_left/007524	149	789	208	861	5.19
2018_02-13_1418_left/007525	1319	620	1407	775	2.4
2018_02-13_1418_left/007526	1328	619	1410	777	2.4
2018_02-13_1418_left/007526	178	803	228	873	5.19
2018_02-13_1418_left/007527	1331	617	1417	785	2.4
2018_02-13_1418_left/007527	179	803	226	873	5.19
2018_02-13_1418_left/007528	1330	617	1411	783	2.4
2018_02-13_1418_left/007528	176	800	229	873	5.19
2018_02-13_1418_left/007529	1330	615	1415	778	2.4
2018_02-13_1418_left/007529	177	800	230	873	5.19
2018_02-13_1418_left/007530	1332	616	1420	778	2.4
2018_02-13_1418_left/007530	178	801	230	876	5.19
2018_02-13_1418_left/007531	1335	618	1418	776	2.4
2018_02-13_1418_left/007531	179	801	231	877	5.19
2018_02-13_1418_left/007532	1337	616	1418	777	2.4
2018_02-13_1418_left/007532	176	799	229	872	5.19
2018_02-13_1418_left/007533	1337	611	1425	779	2.4
2018_02-13_1418_left/007533	177	800	232	874	5.19
2018_02-13_1418_left/007534	1337	614	1425	774	2.4
2018_02-13_1418_left/007534	180	800	230	873	5.19
2018_02-13_1418_left/007535	1340	616	1426	772	2.4
2018_02-13_1418_left/007535	179	806	233	882	5.19
2018_02-13_1418_left/007536	1341	615	1429	776	2.4
2018_02-13_1418_left/007536	178	801	232	875	5.19
2018_02-13_1418_left/007537	1343	614	1432	772	2.4
2018_02-13_1418_left/007538	1343	612	1432	775	2.4
2018_02-13_1418_left/007539	1343	613	1433	776	2.4
2018_02-13_1418_left/007540	1344	612	1431	778	2.4
2018_02-13_1418_left/007540	180	804	235	884	5.19
2018_02-13_1418_left/007541	1344	611	1431	774	2.4
2018_02-13_1418_left/007541	177	805	232	886	5.19
2018_02-13_1418_left/007542	1348	608	1428	773	2.4
2018_02-13_1418_left/007542	177	801	234	882	5.19
2018_02-13_1418_left/007543	1347	608	1431	774	2.4
2018_02-13_1418_left/007544	1341	605	1424	777	2.4
2018_02-13_1418_left/007544	179	803	234	883	5.19
2018_02-13_1418_left/007545	1350	608	1436	768	2.4
2018_02-13_1418_left/007545	179	802	234	883	5.19
2018_02-13_1418_left/007546	1352	605	1438	770	2.4
2018_02-13_1418_left/007547	1353	602	1444	768	2.4
2018_02-13_1418_left/007547	180	806	235	880	5.19
2018_02-13_1418_left/007548	1354	602	1446	768	2.4
2018_02-13_1418_left/007548	181	808	231	881	5.19
2018_02-13_1418_left/007549	1353	598	1445	770	2.4
2018_02-13_1418_left/007549	180	802	234	878	5.19
2018_02-13_1418_left/007550	1354	592	1449	768	2.4
2018_02-13_1418_left/007550	182	808	231	881	5.19
2018_02-13_1418_left/007551	1356	594	1448	766	2.4
2018_02-13_1418_left/007551	182	804	234	878	5.19
2018_02-13_1418_left/007552	1362	598	1451	766	2.4
2018_02-13_1418_left/007552	180	806	234	884	5.19
2018_02-13_1418_left/007553	1359	594	1447	776	2.4
2018_02-13_1418_left/007553	179	808	233	885	5.19
2018_02-13_1418_left/007554	1363	590	1450	773	2.4
2018_02-13_1418_left/007554	187	807	236	881	5.19
2018_02-13_1418_left/007555	1368	587	1458	768	2.4
2018_02-13_1418_left/007555	188	806	237	880	5.19
2018_02-13_1418_left/007556	1371	585	1456	762	2.4
2018_02-13_1418_left/007556	185	805	236	880	5.19
2018_02-13_1418_left/007557	1372	584	1472	760	2.4
2018_02-13_1418_left/007557	193	804	249	888	5.19
2018_02-13_1418_left/007558	1373	581	1473	757	2.4
2018_02-13_1418_left/007558	190	804	250	889	5.19
2018_02-13_1418_left/007559	1380	583	1475	752	2.4
2018_02-13_1418_left/007559	199	801	253	883	5.19
2018_02-13_1418_left/007560	1385	586	1478	754	2.4
2018_02-13_1418_left/007560	196	804	248	881	5.19
2018_02-13_1418_left/007561	1391	581	1482	752	2.4
2018_02-13_1418_left/007561	198	804	252	877	5.19
2018_02-13_1418_left/007562	1400	584	1484	751	2.4
2018_02-13_1418_left/007562	2389	625	2437	795	3.27
2018_02-13_1418_left/007562	207	804	255	878	5.19
2018_02-13_1418_left/007563	1397	581	1484	749	2.4
2018_02-13_1418_left/007563	213	802	258	869	5.19
2018_02-13_1418_left/007564	1403	580	1489	753	2.4
2018_02-13_1418_left/007565	1407	563	1492	742	2.4
2018_02-13_1418_left/007566	1412	563	1497	743	2.4
2018_02-13_1418_left/007566	210	789	253	856	5.19
2018_02-13_1418_left/007567	1422	566	1508	743	2.4
2018_02-13_1418_left/007567	217	781	264	848	5.19
2018_02-13_1418_left/007568	1432	556	1516	740	2.4
2018_02-13_1418_left/007568	214	765	263	840	5.19
2018_02-13_1418_left/007569	1439	561	1525	736	2.4
2018_02-13_1418_left/007569	226	763	275	834	5.19
2018_02-13_1418_left/007570	1455	555	1527	739	2.4
2018_02-13_1418_left/007571	1456	554	1533	737	2.4
2018_02-13_1418_left/007571	245	763	295	835	5.19
2018_02-13_1418_left/007572	1455	555	1536	734	2.4
2018_02-13_1418_left/007573	1472	551	1561	738	2.4
2018_02-13_1418_left/007574	1475	548	1565	728	2.4
2018_02-13_1418_left/007574	267	761	313	827	5.19
2018_02-13_1418_left/007575	1485	551	1574	724	2.4
2018_02-13_1418_left/007575	269	760	318	831	5.19
2018_02-13_1418_left/007576	1494	545	1578	729	2.4
2018_02-13_1418_left/007577	1502	546	1586	731	2.4
2018_02-13_1418_left/007578	1505	547	1589	731	2.4
2018_02-13_1418_left/007578	283	768	329	839	5.19
2018_02-13_1418_left/007579	1513	547	1600	729	2.4
2018_02-13_1418_left/007579	288	770	336	840	5.19
2018_02-13_1418_left/007580	1523	548	1605	734	2.4
2018_02-13_1418_left/007580	281	766	333	835	5.19
2018_02-13_1418_left/007581	1529	537	1610	742	2.4
2018_02-13_1418_left/007582	1532	541	1613	733	2.4
2018_02-13_1418_left/007582	304	775	348	841	5.19
2018_02-13_1418_left/007583	1541	536	1623	743	2.4
2018_02-13_1418_left/007584	1550	536	1644	711	2.4
2018_02-13_1418_left/007584	321	768	370	842	5.19
2018_02-13_1418_left/007585	1560	528	1658	713	2.4
2018_02-13_1418_left/007585	335	767	387	839	5.19
2018_02-13_1418_left/007586	1572	527	1670	704	2.4
2018_02-13_1418_left/007586	342	762	392	833	5.19
2018_02-13_1418_left/007587	1584	522	1678	714	2.4
2018_02-13_1418_left/007588	1602	526	1698	715	2.4
2018_02-13_1418_left/007589	1619	521	1706	717	2.4
2018_02-13_1418_left/007589	368	760	415	829	5.19
2018_02-13_1418_left/007590	1629	527	1712	713	2.4
2018_02-13_1418_left/007591	1633	525	1726	716	2.4
2018_02-13_1418_left/007591	380	758	435	835	2.4
2018_02-13_1418_left/007592	1652	528	1759	713	2.4
2018_02-13_1418_left/007593	1668	525	1763	710	2.4
2018_02-13_1418_left/007594	1689	525	1785	711	2.4
2018_02-13_1418_left/007595	1697	523	1809	717	2.4
2018_02-13_1418_left/007595	456	783	501	851	5.19
2018_02-13_1418_left/007596	1716	537	1807	736	2.4
2018_02-13_1418_left/007596	464	789	519	864	5.19
2018_02-13_1418_left/007597	1735	533	1824	740	2.4
2018_02-13_1418_left/007597	476	794	525	862	5.19
2018_02-13_1418_left/007598	1744	527	1850	716	2.4
2018_02-13_1418_left/007598	494	808	539	877	5.19
2018_02-13_1418_left/007599	1767	525	1865	710	2.4
2018_02-13_1418_left/007600	1789	539	1881	736	2.4
2018_02-13_1418_left/007600	519	814	570	883	5.19
2018_02-13_1418_left/007601	1800	534	1895	742	2.4
2018_02-13_1418_left/007602	553	822	605	898	5.19
2018_02-13_1418_left/007603	1838	523	1951	716	2.4
2018_02-13_1418_left/007603	568	823	621	898	5.19
2018_02-13_1418_left/007604	1862	523	1968	711	2.4
2018_02-13_1418_left/007605	1890	524	2007	712	2.4
2018_02-13_1418_left/007605	608	831	660	901	5.19
2018_02-13_1418_left/007606	1911	519	2018	721	2.4
2018_02-13_1418_left/007607	1936	523	2044	718	2.4
2018_02-13_1418_left/007607	643	832	693	903	5.19
2018_02-13_1418_left/007608	1963	518	2061	712	2.4
2018_02-13_1418_left/007608	660	825	712	900	5.19
2018_02-13_1418_left/007609	1990	515	2086	724	2.4
2018_02-13_1418_left/007610	2009	515	2109	715	2.4
2018_02-13_1418_left/007611	2045	513	2145	718	2.4
2018_02-13_1418_left/007611	712	825	762	896	5.19
2018_02-13_1418_left/007612	2082	515	2180	709	2.4
2018_02-13_1418_left/007612	738	826	790	899	5.19
2018_02-13_1418_left/007613	2096	504	2201	712	2.4
2018_02-13_1418_left/007613	747	822	799	899	5.19
2018_02-13_1418_left/007614	2122	498	2230	707	2.4
2018_02-13_1418_left/007615	2152	498	2257	698	2.4
2018_02-13_1418_left/007615	786	829	835	901	5.19
2018_02-13_1418_left/007616	2181	498	2284	698	2.4
2018_02-13_1418_left/007617	2219	488	2323	693	2.4
2018_02-13_1418_left/007618	2245	491	2349	695	2.4
2018_02-13_1418_left/007619	2263	492	2380	686	2.4
2018_02-13_1418_left/007619	844	840	893	908	5.19
2018_02-13_1418_left/007620	2306	487	2410	694	2.4
2018_02-13_1418_left/007621	2331	482	2431	698	2.4
2018_02-13_1418_left/007622	2361	304	2437	485	3.27
2018_02-13_1418_left/007622	2369	477	2440	699	2.4
2018_02-13_1418_left/007622	903	839	953	912	5.19
2018_02-13_1418_left/007624	928	838	980	910	5.19
2018_02-13_1418_left/007627	987	839	1034	907	5.19
2018_02-13_1418_left/007628	1011	833	1063	905	5.19
2018_02-13_1418_left/007629	1022	836	1070	905	5.19
2018_02-13_1418_left/007630	1039	836	1088	908	5.19
2018_02-13_1418_left/007631	1058	840	1104	909	5.19
2018_02-13_1418_left/007632	1063	833	1116	907	2.4
2018_02-13_1418_left/007635	1124	846	1178	920	5.19
2018_02-13_1418_left/007640	1204	863	1255	937	5.19
2018_02-13_1418_left/007644	1270	869	1321	945	5.19
2018_02-13_1418_left/007645	1304	856	1354	930	3.1
2018_02-13_1418_left/007646	1298	864	1353	941	5.19
2018_02-13_1418_left/007647	1318	867	1370	944	5.19
2018_02-13_1418_left/007648	1323	858	1379	931	5.19
2018_02-13_1418_left/007649	1344	866	1395	942	5.19
2018_02-13_1418_left/007650	1356	866	1409	941	5.19
2018_02-13_1418_left/007651	1368	855	1423	936	5.19
2018_02-13_1418_left/007652	1374	861	1429	940	5.19
2018_02-13_1418_left/007653	1396	867	1448	946	5.19
2018_02-13_1418_left/007657	1439	845	1492	925	5.19
2018_02-13_1418_left/007659	1461	844	1517	925	5.19
2018_02-13_1418_left/007662	1503	834	1553	912	5.19
2018_02-13_1418_left/007665	1532	837	1587	919	5.19
2018_02-13_1418_left/007666	1539	844	1594	925	5.19
2018_02-13_1418_left/007667	1545	841	1600	921	5.19
2018_02-13_1418_left/007668	1555	843	1608	921	5.19
2018_02-13_1418_left/007669	1564	840	1621	925	5.19
2018_02-13_1418_left/007670	1564	849	1620	931	5.19
2018_02-13_1418_left/007671	1575	836	1631	918	5.19
2018_02-13_1418_left/007672	1577	841	1631	923	5.19
2018_02-13_1418_left/007673	1581	842	1636	929	5.19
2018_02-13_1418_left/007674	1587	835	1646	924	5.19
2018_02-13_1418_left/007676	1594	843	1651	927	5.19
2018_02-13_1418_left/007681	1611	872	1666	956	5.19
2018_02-13_1418_left/007682	1615	869	1672	955	5.19
2018_02-13_1418_left/007683	1624	871	1676	951	5.19
2018_02-13_1418_left/007684	1619	872	1673	954	5.19
2018_02-13_1418_left/007685	1625	872	1677	950	5.19
2018_02-13_1418_left/007686	1630	871	1684	952	5.19
2018_02-13_1418_left/007688	1634	865	1692	950	5.19
2018_02-13_1418_left/007689	1635	871	1691	955	5.19
2018_02-13_1418_left/007690	1640	871	1696	957	5.19
2018_02-13_1418_left/007691	1638	862	1699	950	5.19
2018_02-13_1418_left/007692	1646	872	1702	954	5.19
2018_02-13_1418_left/007693	1644	868	1701	954	5.19
2018_02-13_1418_left/007695	1649	857	1710	943	5.19
2018_02-13_1418_left/007696	1654	862	1712	948	5.19
2018_02-13_1418_left/007698	1673	859	1728	943	5.19
2018_02-13_1418_left/007699	1672	862	1728	945	5.19
2018_02-13_1418_left/007700	1674	862	1732	947	5.19
2018_02-13_1418_left/007703	1683	853	1745	944	5.19
2018_02-13_1418_left/007704	1687	862	1747	946	5.19
2018_02-13_1418_left/007705	1694	857	1761	946	5.19
2018_02-13_1418_left/007706	1701	854	1763	945	5.19
2018_02-13_1418_left/007707	1699	854	1764	946	5.19
2018_02-13_1418_left/007708	1709	870	1769	956	5.19
2018_02-13_1418_left/007709	1713	873	1772	958	5.19
2018_02-13_1418_left/007710	1714	871	1775	961	5.19
2018_02-13_1418_left/007711	1715	867	1778	956	5.19
2018_02-13_1418_left/007712	1722	867	1786	958	5.19
2018_02-13_1418_left/007713	1722	864	1785	952	5.19
2018_02-13_1418_left/007714	1724	852	1786	943	5.19
2018_02-13_1418_left/007716	1730	848	1794	942	5.19
2018_02-13_1418_left/007717	1738	834	1803	926	5.19
2018_02-13_1418_left/007718	1745	829	1811	924	5.19
2018_02-13_1418_left/007719	1749	818	1812	912	5.19
2018_02-13_1418_left/007720	1752	817	1821	917	5.19
2018_02-13_1418_left/007721	1755	819	1819	911	5.19
2018_02-13_1418_left/007722	1756	804	1820	898	5.19
2018_02-13_1418_left/007723	1761	803	1825	893	5.19
2018_02-13_1418_left/007724	1763	804	1825	892	5.19
2018_02-13_1418_left/007725	1766	800	1832	890	5.19
2018_02-13_1418_left/007726	1764	789	1832	886	5.19
2018_02-13_1418_left/007727	1770	784	1841	882	5.19
2018_02-13_1418_left/007728	1769	793	1841	894	5.19
2018_02-13_1418_left/007729	1778	805	1843	895	5.19
2018_02-13_1418_left/007730	1782	792	1853	891	5.19
2018_02-13_1418_left/007731	1792	804	1857	893	5.19
2018_02-13_1418_left/007732	1790	808	1860	906	5.19
2018_02-13_1418_left/007733	1803	811	1868	905	5.19
2018_02-13_1418_left/007734	1804	809	1870	903	5.19
2018_02-13_1418_left/007735	1810	812	1876	905	5.19
2018_02-13_1418_left/007736	1819	820	1887	912	5.19
2018_02-13_1418_left/007737	1824	818	1894	913	5.19
2018_02-13_1418_left/007738	1832	821	1902	916	5.19
2018_02-13_1418_left/007739	1832	822	1900	917	5.19
2018_02-13_1418_left/007740	1833	826	1908	928	5.19
2018_02-13_1418_left/007741	1832	825	1908	927	5.19
2018_02-13_1418_left/007742	1839	820	1909	919	5.19
2018_02-13_1418_left/007743	1838	824	1911	926	5.19
2018_02-13_1418_left/007744	1835	825	1912	928	5.19
2018_02-13_1418_left/007745	1857	822	1925	922	5.19
2018_02-13_1418_left/007747	1861	819	1933	919	5.19
2018_02-13_1418_left/007748	1867	830	1935	924	5.19
2018_02-13_1418_left/007749	1873	832	1939	928	5.19
2018_02-13_1418_left/007750	1869	833	1938	934	5.19
2018_02-13_1418_left/007751	1875	837	1946	939	5.19
2018_02-13_1418_left/007753	1881	839	1951	940	5.19
2018_02-13_1418_left/007754	1880	839	1953	942	5.19
2018_02-13_1418_left/007755	1879	836	1953	942	5.19
2018_02-13_1418_left/007756	1883	838	1958	945	5.19
2018_02-13_1418_left/007757	1884	838	1960	946	5.19
2018_02-13_1418_left/007758	1889	836	1963	943	5.19
2018_02-13_1418_left/007759	1894	838	1965	940	5.19
2018_02-13_1418_left/007760	1899	842	1968	943	5.19
2018_02-13_1418_left/007761	1899	844	1969	946	5.19
2018_02-13_1418_left/007762	1900	842	1967	940	5.19
2018_02-13_1418_left/007763	1901	844	1971	945	5.19
2018_02-13_1418_left/007764	1903	845	1972	946	5.19
2018_02-13_1418_left/007765	1906	837	1976	939	5.19
2018_02-13_1418_left/007766	1907	840	1981	946	5.19
2018_02-13_1418_left/007767	1910	832	1985	939	5.19
2018_02-13_1418_left/007768	1916	831	1990	935	5.19
2018_02-13_1418_left/007769	1916	825	1990	930	5.19
2018_02-13_1418_left/007770	1915	816	1993	925	5.19
2018_02-13_1418_left/007771	1921	814	2000	926	5.19
2018_02-13_1418_left/007772	1922	809	2002	920	5.19
2018_02-13_1418_left/007773	1927	805	2008	915	5.19
2018_02-13_1418_left/007774	1925	800	2008	910	5.19
2018_02-13_1418_left/007775	1930	802	2012	912	5.19
2018_02-13_1418_left/007776	1929	807	2008	914	5.19
2018_02-13_1418_left/007777	1928	797	2013	909	5.19
2018_02-13_1418_left/007778	1929	802	2014	916	5.19
2018_02-13_1418_left/007779	1933	804	2016	912	5.19
2018_02-13_1418_left/007780	1941	806	2020	914	5.19
2018_02-13_1418_left/007781	1945	806	2024	916	5.19
2018_02-13_1418_left/007782	1948	806	2029	916	5.19
2018_02-13_1418_left/007783	1955	810	2037	922	5.19
2018_02-13_1418_left/007784	1958	805	2047	925	5.19
2018_02-13_1418_left/007785	1960	806	2043	920	5.19
2018_02-13_1418_left/007786	1959	804	2047	923	5.19
2018_02-13_1418_left/007787	1964	801	2050	920	5.19
2018_02-13_1418_left/007788	1968	801	2050	915	5.19
2018_02-13_1418_left/007789	1981	797	2061	908	5.19
2018_02-13_1418_left/007790	1983	794	2067	908	5.19
2018_02-13_1418_left/007791	1984	797	2068	912	5.19
2018_02-13_1418_left/007792	1987	792	2074	912	5.19
2018_02-13_1418_left/007793	1996	792	2081	910	5.19
2018_02-13_1418_left/007794	1995	790	2081	907	5.19
2018_02-13_1418_left/007795	1998	788	2087	907	5.19
2018_02-13_1418_left/007796	2006	789	2091	906	5.19
2018_02-13_1418_left/007797	2009	787	2096	903	5.19
2018_02-13_1418_left/007798	2008	786	2097	904	5.19
2018_02-13_1418_left/007799	2011	791	2103	909	5.19
2018_02-13_1418_left/007800	2035	791	2123	910	5.19
2018_02-13_1418_left/007801	2036	789	2123	909	5.19
2018_02-13_1418_left/007802	2039	789	2127	910	5.19
2018_02-13_1418_left/007803	2042	790	2130	911	5.19
2018_02-13_1418_left/007804	2047	792	2137	911	5.19
2018_02-13_1418_left/007805	2048	791	2139	911	5.19
2018_02-13_1418_left/007806	2051	794	2143	918	5.19
2018_02-13_1418_left/007807	2059	801	2149	924	5.19
2018_02-13_1418_left/007808	2063	800	2153	924	5.19
2018_02-13_1418_left/007809	2063	803	2158	931	5.19
2018_02-13_1418_left/007810	2071	806	2164	930	5.19
2018_02-13_1418_left/007811	2075	812	2168	934	5.19
2018_02-13_1418_left/007812	2079	812	2172	936	5.19
2018_02-13_1418_left/007813	2086	812	2180	939	5.19
2018_02-13_1418_left/007814	2088	811	2182	936	5.19
2018_02-13_1418_left/007815	2094	807	2189	935	5.19
2018_02-13_1418_left/007816	2097	801	2190	924	5.19
2018_02-13_1418_left/007817	2105	799	2198	923	5.19
2018_02-13_1418_left/007818	2108	797	2201	922	5.19
2018_02-13_1418_left/007819	2113	789	2211	915	5.19
2018_02-13_1418_left/007820	2115	785	2215	916	5.19
2018_02-13_1418_left/007821	2119	783	2216	911	5.19
2018_02-13_1418_left/007822	2124	785	2224	914	5.19
2018_02-13_1418_left/007823	2129	782	2228	914	5.19
2018_02-13_1418_left/007824	2134	781	2235	915	5.19
2018_02-13_1418_left/007825	2144	782	2240	913	5.19
2018_02-13_1418_left/007826	2146	780	2244	912	5.19
2018_02-13_1418_left/007827	2156	785	2253	917	5.19
2018_02-13_1418_left/007828	2158	780	2261	918	5.19
2018_02-13_1418_left/007829	2159	784	2263	920	5.19
2018_02-13_1418_left/007830	2162	784	2265	921	5.19
2018_02-13_1418_left/007831	2167	783	2270	920	5.19
